co_carta_consulta,no_projeto,sg_projeto,sg_fonte,va_dolar,no_unidade_federal,co_sujeito,no_tecnico,no_setor,informacoes,fase,dt_assinatura,dt_ultimo_desembolso_vigente,no_abrangencia_nacional,aggregation,tipo_operacao,co_executor,no_executor
"58002","Prog. d Apoio a Mic. e Emp. de Peq. Porte do RS - PROMEP","PROMEP - RS","BID","5.0E7","Estado do Rio Grande do Sul","301","Antônio Sabino da Costa Filho","Encargos Especiais","","Arquivado","","","Estadual","2272","Financiamento","0",""
"59587","Programa de Apoio à Reativação Econômica e Modernização Tecnológica de Empresas da Região Sul","PROGRAMA MODERNIZAR SUL","BID","9.0E7","Estado do Rio Grande do Sul","303","Patricia Matos Magalhaes Albuquerque","Encargos Especiais","(61) 2020-4830","Arquivado","","","Estadual","2272","Financiamento","303","Banco Regional de Desenvolvimento do Extremo Sul - BRDE"
"59753","Programa de Expansão e Modernização do Sistema Elétrico da Região Metropolitana de Porto Alegre e Áreas de Abrangência do Grupo CEEE - DISTRIBUIÇÃO","PRÓ-ENERGIA RS - DISTRIBUIÇÃO","BID","1.31186968E8","Estado do Rio Grande do Sul","341","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Em execução","19/09/2012 00:00","19/09/2016 00:00","Estadual","2272","Financiamento","341","Companhia Estadual de Distribuição de Energia Elétrica - CEEE-D"
"59739","Programa de Expansão e Modernização do Sistema Elétrico da Região Metropolitana de Porto Alegre e Áreas de Abrangência do Grupo CEEE-GT-PRÓ-ENERGIA-RS","Pró-Energia RS/Geração","BID","8.8655996E7","Estado do Rio Grande do Sul","343","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Em execução","28/12/2012 00:00","28/12/2016 00:00","Estadual","2272","Financiamento","343","Companhia Estadual de Geração e Transmissão de Energia - CEEE-GT"
"58373","Apoio a Descentralização e Qualificação da Educação Pública do Estado do RS","EDUCAÇÃO PÚBLICA-RS","BID","1.434E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Educação","","Arquivado","","","Estadual","2272","Financiamento","0",""
"58645","Desenv., Recuper.e Gerenc. Ambiental da Bacia Hidrogr. do Guaíba - II1ª Fase__","GUAÍBA II - 1ª FASE","BID","1.7357E8","Estado do Rio Grande do Sul","863","Necy Yonamine","Saneamento","(61) 2020-4811","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"59074","Doação - Programa p/o Desenvolvimento Sustentável da Bacia Hidrográfica do Rio Uruguai","DOAÇÃO PRÓ RIO URUGUAI","BID","2700000.0","Estado do Rio Grande do Sul","863","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Finalizada","","","Estadual","2272","Doação","415","Governos do Estado de Santa Catarina e Estado do Rio Grande do Sul"
"58137","Modernização da Administração Tributária do Est. RS","TRIBUTÁRIO - RS","BID","1.94E7","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"58149","Prog.Integ. de Apoio a Criança e ao Adolescente no Est. RS","PIÁ 2000","BID","9.5111E7","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Saúde","","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"58931","Programa Ampliado de Desenvolvimento e Inclusão Social no Rio Grande do Sul","INCLUSÃO SOCIAL-RS","BID","1.2E8","Estado do Rio Grande do Sul","863","Claudia Veiga da Silva","Gestão Ambiental","","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"59421","Programa de Apoio à Integração Rodoviária e às Ações de Saúde do Estado do Rio Grande do Sul - RS"," INTEGRAÇÃO RODOVIÁRIA E SAÚDE - RS","BID","4.5E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"59870","Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento do Estado do Rio Grande do Sul - PROCONFIS","PROCONFIS - RS","BID","2.0E8","Estado do Rio Grande do Sul","863","Tânia Delfino Ribeiro","Encargos Especiais","(61) 2020-4819","Em execução","21/12/2012 00:00","21/12/2014 00:00","Estadual","2272","Financiamento","625","Secretaria de Estado da Fazenda do Rio Grande do Sul"
"59925","Programa de Desenvolvimento do Turismo do Estado do Rio Grande do Sul - Corredor Turístico Grande Porto Alegre - Serra Gaúcha","PRODETUR RS","BID","2.7E7","Estado do Rio Grande do Sul","863","Rosangela Moreira Castelo Branco","Turismo","(61) 2020-4809","Em preparação","","20/02/2020 00:00","Estadual","2272","Financiamento","357","Departamento Autônomo de Estradas de Rodagem - Rio Grande do Sul - DAER - RS"
"59925","Programa de Desenvolvimento do Turismo do Estado do Rio Grande do Sul - Corredor Turístico Grande Porto Alegre - Serra Gaúcha","PRODETUR RS","BID","2.7E7","Estado do Rio Grande do Sul","863","Rosangela Moreira Castelo Branco","Turismo","(61) 2020-4809","Em preparação","","20/02/2020 00:00","Estadual","2272","Financiamento","1296","Secretaria do Turismo do Estado do Rio Grande do Sul"
"59925","Programa de Desenvolvimento do Turismo do Estado do Rio Grande do Sul - Corredor Turístico Grande Porto Alegre - Serra Gaúcha","PRODETUR RS","BID","2.7E7","Estado do Rio Grande do Sul","863","Rosangela Moreira Castelo Branco","Turismo","(61) 2020-4809","Em preparação","","20/02/2020 00:00","Estadual","2272","Financiamento","1297","Secretaria do Meio Ambiente do Estado do Rio Grande do Sul"
"59228","Programa de Integração da Malha Rodoviária do Rio Grande do Sul","Rodovias RS/ BID II","BID","1.5E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"59869","Programa de Oportunidades e Direitos - RS","POD - RS","BID","5.0E7","Estado do Rio Grande do Sul","863","Leny Maria Corazza","Assistência Social","(61) 2020-4358","Em execução","01/09/2014 00:00","01/09/2019 00:00","Estadual","2272","Financiamento","1385","Secretaria de Justiça e dos Direitos Humanos"
"57935","Programa dos Corredores de Transportes RS","RODOVIAS RS","BID","1.5E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Transporte","","Finalizada","10/07/1997 00:00","10/07/2006 00:00","Estadual","2272","Financiamento","357","Departamento Autônomo de Estradas de Rodagem - Rio Grande do Sul - DAER - RS"
"59633","Projeto de Fortalecimento da Gestão Fiscal do Estado do Rio Grande do Sul","PROFISCO - RS","BID","6.0E7","Estado do Rio Grande do Sul","863","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","29/08/2011 00:00","29/08/2016 00:00","Estadual","2272","Financiamento","625","Secretaria de Estado da Fazenda do Rio Grande do Sul"
"57778","Recuperação Bacia do Guaíba - PRÓ-GUAÍBA","PRÓ-GUAÍBA","BID","1.102E8","Estado do Rio Grande do Sul","863","Necy Yonamine","Saneamento","(61) 2020-4811","Finalizada","26/07/1995 00:00","26/07/2001 00:00","Estadual","2272","Financiamento","694","Secretaria de Planejamento e Coordenação do Estado do Rio Grande do Sul"
"57778","Recuperação Bacia do Guaíba - PRÓ-GUAÍBA","PRÓ-GUAÍBA","BID","2.21E7","Estado do Rio Grande do Sul","863","Necy Yonamine","Saneamento","(61) 2020-4811","Finalizada","26/07/1995 00:00","26/07/2001 00:00","Estadual","2272","Financiamento","694","Secretaria de Planejamento e Coordenação do Estado do Rio Grande do Sul"
"59052","Programa de Apoio à Política de Combate às Desigualdades Regionais do Estado do Rio Grande do Sul","DESIGUALDADES  REGIONAIS","BIRD","1.8E8","Estado do Rio Grande do Sul","301","Patricia Matos Magalhaes Albuquerque","Encargos Especiais","(61) 2020-4830","Arquivado","","","Estadual","2272","Financiamento","301","Banco do Estado do Rio Grande do Sul - BANRISUL"
"59330","Programa de Desenvolvimento Municipal e Urbano da Bacia do Rio Gravataí - RS","Gravataí - CORSAN","BIRD","3.0E7","Estado do Rio Grande do Sul","350","Tânia Delfino Ribeiro","Urbanismo","(61) 2020-4819","Arquivado","","","Estadual","2272","Financiamento","350","Companhia Riograndense de Saneamento - RS"
"59331","Programa de Modernização e Expansão Estratégica da Corsan - RS","Promodec- Corsan","BIRD","4.5E7","Estado do Rio Grande do Sul","350","Leny Maria Corazza","Urbanismo","(61) 2020-4358","Arquivado","","","Estadual","2272","Financiamento","350","Companhia Riograndense de Saneamento - RS"
"58044","6272 - STEEL - COSIPA II","COSIPA II","BIRD","6.0E7","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Cultura","","Finalizada","04/08/1975 00:00","30/12/1983 00:00","Estadual","2272","Financiamento","407","Governo do Estado de São Paulo"
"58237","Ceee Distribution","DISTRIB.  CEEE","BIRD","1.14E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Energia","","Finalizada","14/04/1980 00:00","30/09/1984 00:00","Estadual","2272","Financiamento","343","Companhia Estadual de Geração e Transmissão de Energia - CEEE-GT"
"57928","Expansão e Otimização dos Serviços de Saneamento / CORSAN-2000","CORSAN - 2000","BIRD","1.25E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Estadual","2272","Financiamento","0",""
"57813","PIMES - Programa Integrado de Melhoria Social","PIMES","BIRD","1.0E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Urbanismo","","Finalizada","22/01/1990 00:00","31/12/1995 00:00","Estadual","2272","Financiamento","301","Banco do Estado do Rio Grande do Sul - BANRISUL"
"58074","POWER","ENRGIA/CEEE","BIRD","2.5E7","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Energia","","Finalizada","27/06/1952 00:00","30/06/1957 00:00","Estadual","2272","Financiamento","0",""
"59111","Programa de Ajuste Fiscal e Melhoria da Qualidade de Vida do Estado do RS","AJUSTE FISCAL - RS","BIRD","4.5E8","Estado do Rio Grande do Sul","863","Regina Gurgel de Saboya","Encargos Especiais","","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"59813","Programa de Apoio à Retomada do Desenvolvimento do Rio Grande do Sul","PROREDES - BIRD","BIRD","4.8E8","Estado do Rio Grande do Sul","863","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","12/09/2012 00:00","30/06/2017 00:00","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"57957","Projeto de Combate à Pobreza Rural do RS - RS Rural","PCPR-RS/RS RURAL","BIRD","1.0E8","Estado do Rio Grande do Sul","863","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","11/07/1997 00:00","30/06/2005 00:00","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"57976","Reforma do Estado - RS","REFORMA - RS","BIRD","1.25E8","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Administração","","Finalizada","10/06/1997 00:00","31/12/1998 00:00","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
"57756","Rodovias Rio Grande do Sul","RODOVIAS RS/BIRD","BIRD","7.0E7","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Transporte","","Finalizada","22/05/1998 00:00","31/12/2005 00:00","Estadual","2272","Financiamento","357","Departamento Autônomo de Estradas de Rodagem - Rio Grande do Sul - DAER - RS"
"59525","Sustentabilidade Fiscal para o Crescimento - RS","Sustentabilidade Fiscal - RS","BIRD","1.0E9","Estado do Rio Grande do Sul","863","Patricia Matos Magalhaes Albuquerque","Encargos Especiais","(61) 2020-4830","Finalizada","01/09/2008 00:00","31/12/2010 00:00","Estadual","2272","Financiamento","625","Secretaria de Estado da Fazenda do Rio Grande do Sul"
"58175","Criação de Agência Regulatória de Privat. e Concessão no RS","DOAÇÃO CONCESSÃO RS","BID/FUMIN","1500000.0","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Estadual","2272","Doação","45","Governo do Estado do Rio Grande do Sul"
"58811","Programa Estadual de Apoio às Instituições de Microcrédito Produtivo Popular","DOAÇÃO MICROCRÉDITO","BID/FUMIN","753000.0","Estado do Rio Grande do Sul","863","Necy Yonamine","Encargos Especiais","(61) 2020-4811","Arquivado","","","Estadual","2272","Doação","45","Governo do Estado do Rio Grande do Sul"
"59677","Doação - Apoio à Preparação dos Programas de Ampliação da Capacidade Viária e de Pavimentação de Acessos Municipais no Estado do Rio Grande do Sul","DOAÇÃO ACESSOS MUNICIPAIS - RS","BID/INFRAFUND","960000.0","Estado do Rio Grande do Sul","863","Wanda Dias Fonseca Taquary","Transporte","(61) 2020-4847","Em preparação","","","Estadual","2272","Doação","357","Departamento Autônomo de Estradas de Rodagem - Rio Grande do Sul - DAER - RS"
"59964","Saneamento urbano da cidade de Aceguá-RS. Obras de engenharia do sistema de esgotamento sanitário para a cidade de Aceguá-RS.","Saneamento Urbano Integrado Aceguá-RS","FOCEM","1601766.0","Estado do Rio Grande do Sul","863","Humberto Leite Freitas Filho","Saneamento","(61) 2020-4837","Em preparação","","","Estadual","2272","Doação","350","Companhia Riograndense de Saneamento - RS"
"59049","Conservação da  Biodiversidade como Fator de Contribuição ao Desenvolvimento do Estado do Rio Grande do Sul","RS BIODIVERSIDADE","GEF","350000.0","Estado do Rio Grande do Sul","863","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Finalizada","","","Estadual","2272","Doação","694","Secretaria de Planejamento e Coordenação do Estado do Rio Grande do Sul"
"59401","Conservação da Biodiversidade como Fator de Contribuição ao Desenvolvimento do Estado do Rio Grande do Sul","RS BIODIVERSIDADE","GEF","5000000.0","Estado do Rio Grande do Sul","863","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Em execução","25/05/2010 00:00","30/08/2016 00:00","Estadual","2272","Doação","729","Secretaria do Planejamento e Gestão do Estado do Rio Grande do Sul"
"58767","Projeto Ambiental Regional do Rio Uruguai","RIO URUGUAI","GEF","347000.0","Estado do Rio Grande do Sul","863","Isis Smidt Lara Resende","Gestão Ambiental","(61) 2020-4832","Arquivado","","","Estadual","2272","Doação","45","Governo do Estado do Rio Grande do Sul"
"58568","Controle das Cheias do Rio dos Sinos","RIO DOS SINOS","KfW","1792000.0","Estado do Rio Grande do Sul","863","Cadmo Soares Gomes","Saneamento","","Finalizada","","","Estadual","2272","Financiamento","0",""
"58721","Conservação da Mata Atlântica no Rio Grande do Sul","Mata Atlântica RS","KfW/DOAÇÃO","6776591.0","Estado do Rio Grande do Sul","863","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Finalizada","19/08/2002 00:00","30/06/2009 00:00","Estadual","2272","Doação","45","Governo do Estado do Rio Grande do Sul"
"59659","Projeto Conservação da Mata Atlântica no Rio Grande do Sul- PCMARS - 2ª Fase","Mata Atlântica RS II","KfW/DOAÇÃO","1.3187E7","Estado do Rio Grande do Sul","863","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Arquivado","","","Estadual","2272","Doação","680","Secretaria de Meio Ambiente do Estado do Rio Grande do Sul"
"57770","Recuperacao Ambiental das Bacia do Alto Tamanduatei e Billings","REPRESA BILLINGS","BIRD","1.016E8","Estado do Rio Grande do Sul","1001","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Estadual","2272","Financiamento","0",""
"120","Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento do Estado do Rio Grande do Sul - II","PROCONFIS/RS II","BID","2.0E8","Estado do Rio Grande do Sul","863","Vitor de Lima Magalhães","Encargos Especiais","(61) 2020-4387","Em execução","29/05/2014 00:00","29/05/2016 00:00","Estadual","2272","Financiamento","625","Secretaria de Estado da Fazenda do Rio Grande do Sul"
"120","Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento do Estado do Rio Grande do Sul - II","PROCONFIS/RS II","BIRD","2.8E8","Estado do Rio Grande do Sul","863","Vitor de Lima Magalhães","Encargos Especiais","(61) 2020-4387","Em execução","20/08/2014 00:00","31/12/2015 00:00","Estadual","2272","Financiamento","625","Secretaria de Estado da Fazenda do Rio Grande do Sul"
"59313","Programa de Desenvolvimento Municipal Integrado no Estado do Rio Grande do Sul - Alegrete","Promun - Alegrete","BIRD","7174000.0","Estado do Rio Grande do Sul","875","Necy Yonamine","Urbanismo","(61) 2020-4811","Arquivado","","","Municipal","2272","Financiamento","53","Prefeitura Municipal de Alegrete - RS"
"59332","Programa de Desenvolvimento Municipal e Urbano da Bacia do Rio Gravataí - Alvorada/RS","Gravataí - Alvorada","BID","8570000.0","Estado do Rio Grande do Sul","876","Manuella Damasceno Louzada","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","701","Secretaria de Planejamento Urbanístico e Habitação do Município de Alvorada - RS"
"59044","Projeto Rainha da Fronteira - Construindo o Desenvolvimento Sustentável de Bagé","BAGÉ - Rainha Fronteira","BIRD","6600000.0","Estado do Rio Grande do Sul","885","Necy Yonamine","Urbanismo","(61) 2020-4811","Finalizada","11/11/2008 00:00","30/04/2013 00:00","Municipal","2272","Financiamento","477","Prefeitura Municipal de Bagé - RS"
